x1, y1, z1, x2, y2, z2, Metrology_Out
0, 0.006, 0, 0.014, 0.006, 0, 7.5393264376023e-05
0, 0.006, 0.001, 0.014, 0.006, 0.001, 0.0126667473225
0, 0.006, 0.002, 0.014, 0.006, 0.002, 0.0125999998767945
0, 0.006, 0.003, 0.014, 0.006, 0.003, 0.0126478566631737
0, 0.006, 0.004, 0.014, 0.006, 0.004, 0.0125999998767945
0, 0.006, 0.005, 0.014, 0.006, 0.005, 0.0125999998767945
0, 0.006, 0.006, 0.014, 0.006, 0.006, 0.0126401298225743
0, 0.006, 0.007, 0.014, 0.006, 0.007, 0.0126174407686349
0, 0.006, 0.008, 0.014, 0.006, 0.008, 0.0125999998767945
0, 0.006, 0.009000000000000001, 0.014, 0.006, 0.009000000000000001, 0.0126475770294755
0, 0.006, 0.010000000000000002, 0.014, 0.006, 0.010000000000000002, 0.000113573411518339
0, 0.006, 0.011000000000000003, 0.014, 0.006, 0.011000000000000003, 0
0, 0.006, 0.012000000000000004, 0.014, 0.006, 0.012000000000000004, 0
0, 0.006, 0.013000000000000005, 0.014, 0.006, 0.013000000000000005, 0
0, 0.006, 0.014000000000000005, 0.014, 0.006, 0.014000000000000005, 0
0, 0.006, 0.015000000000000006, 0.014, 0.006, 0.015000000000000006, 5.34621471899432e-05
0, 0.006, 0.016000000000000007, 0.014, 0.006, 0.016000000000000007, 0.0126886362395642
0, 0.006, 0.017000000000000008, 0.014, 0.006, 0.017000000000000008, 0.0126289108978636
0, 0.006, 0.01800000000000001, 0.014, 0.006, 0.01800000000000001, 0.0126446729571
0, 0.006, 0.01900000000000001, 0.014, 0.006, 0.01900000000000001, 0.0125999998767945
0, 0.006, 0.02000000000000001, 0.014, 0.006, 0.02000000000000001, 0.0125999998767945
0, 0.006, 0.02100000000000001, 0.014, 0.006, 0.02100000000000001, 0.0125999998767945
0, 0.006, 0.022000000000000013, 0.014, 0.006, 0.022000000000000013, 0.0125999998767945
0, 0.006, 0.023000000000000013, 0.014, 0.006, 0.023000000000000013, 0.0125999998767945
0, 0.006, 0.024000000000000014, 0.014, 0.006, 0.024000000000000014, 0.0126043491256083
0, 0.006, 0.025000000000000015, 0.014, 0.006, 0.025000000000000015, 0.000147195492735648
0, 0.006, 0.026000000000000016, 0.014, 0.006, 0.026000000000000016, 0
0, 0.006, 0.027000000000000017, 0.014, 0.006, 0.027000000000000017, 0
0, 0.006, 0.028000000000000018, 0.014, 0.006, 0.028000000000000018, 0
0, 0.006, 0.02900000000000002, 0.014, 0.006, 0.02900000000000002, 0
0, 0.006, 0.03000000000000002, 0.014, 0.006, 0.03000000000000002, 4.9127840515406e-05
0, 0.006, 0.03100000000000002, 0.014, 0.006, 0.03100000000000002, 0.012619180822659
0, 0.006, 0.03200000000000002, 0.014, 0.006, 0.03200000000000002, 0.0125139584748191
